"Year","Region","Zone","Site","Total.Fish.Densit_mean","Fish.Species.richness_mean","Grazers_mean","Corallivores_mean","SCI_mean","SCI_SE","LCC_mean","LCC_SE","LHC_mean","LHC_SE","MAC_mean"
2003,"Whitsunday","Fished","W4",NA,NA,NA,NA,11.3,0.7,29.6,5.3,17.6,3.5,43.2
2003,"Whitsunday","Fished","W5",NA,NA,NA,NA,13.6,0.6,61.6,4.1,60,5.2,8.8
2003,"Whitsunday","Fished","W6",NA,NA,NA,NA,8.6,1.2,16,4.2,14.4,3.5,67.2
2003,"Whitsunday","NTR 1987","B1",NA,NA,NA,NA,13.8,0.5,72.8,6.6,36.8,5,0
2003,"Whitsunday","NTR 1987","B2",NA,NA,NA,NA,11,0.7,81.6,4.5,51.2,6.5,2.4
2003,"Whitsunday","NTR 1987","B3",NA,NA,NA,NA,12,0.6,87.2,4.8,67.2,5.6,4.8
2003,"Whitsunday","NTR 1987","B4",NA,NA,NA,NA,13.8,1.3,72.8,3.4,50.4,10.4,0
2003,"Whitsunday","NTR 1987","B5",NA,NA,NA,NA,16.7,1.8,65.6,3.7,50.4,7.2,0
2003,"Whitsunday","NTR 1987","B6",NA,NA,NA,NA,6.8,0.3,43.2,7,25.6,6.6,16.8
2003,"Whitsunday","NTR 1987","HG1",NA,NA,NA,NA,8.5,0.3,63.2,6,30.4,2,8.8
2003,"Whitsunday","NTR 1987","HG2",NA,NA,NA,NA,17.2,1.9,57.6,6.1,29.6,6.4,0
2003,"Whitsunday","NTR 1987","HG3",NA,NA,NA,NA,14.7,1,50.4,7.8,27.2,9.6,0
2003,"Whitsunday","NTR 1987","HG4",NA,NA,NA,NA,11.2,0.8,58.4,2.7,48,3.6,5.6
2003,"Whitsunday","NTR 1987","HG5",NA,NA,NA,NA,3.9,0.6,54.4,4.3,34.4,7.4,0
2003,"Whitsunday","NTR 1987","HG6",NA,NA,NA,NA,8.3,0.6,48,4.9,31.2,5.6,16
2003,"Whitsunday","Fished","HB6",NA,NA,NA,NA,9.8,0.7,67.2,5,45.6,4.5,0.8
2004,"Keppel","Fished","GK1",NA,NA,NA,NA,5.8,1,64.8,9.1,63.2,9.7,0.8
2004,"Keppel","Fished","GK2",NA,NA,NA,NA,7.9,1,75.2,6.1,61.6,7,0
2004,"Keppel","Fished","GK3",NA,NA,NA,NA,4.4,0.4,84.8,4.5,84,4.4,0
2004,"Keppel","Fished","GK4",NA,NA,NA,NA,6.5,0.3,63.2,5,61.6,6.5,0
2004,"Keppel","Fished","GK7",NA,NA,NA,NA,3.8,0.2,77.6,5.2,76.8,5.4,0
2004,"Keppel","Fished","GK8",NA,NA,NA,NA,1.5,0.4,73.6,3.2,68,3.3,0
2004,"Keppel","Fished","H3",NA,NA,NA,NA,7.2,0.5,80,4.9,78.4,5.2,0.8
2004,"Keppel","Fished","MI1",NA,NA,NA,NA,12,1.3,70.4,6,64,6.7,1.6
2004,"Keppel","Fished","MI2",NA,NA,NA,NA,5.8,0.2,72,4.6,44.8,9.7,0
2004,"Keppel","Fished","NK3",NA,NA,NA,NA,8.9,0.1,36.8,14.4,30.4,11.3,0
2004,"Keppel","NTR 1987","H1",NA,NA,NA,NA,6.8,0.6,74.4,3.2,74.4,3.2,0
2004,"Keppel","NTR 1987","H2",NA,NA,NA,NA,6.4,0.2,74.4,3.7,70.4,4.8,0
2004,"Keppel","NTR 1987","M1",NA,NA,NA,NA,7.6,0.5,72.8,4.5,72.8,4.5,0
2004,"Keppel","NTR 1987","M2",NA,NA,NA,NA,5.3,0.4,73.6,3.7,73.6,3.7,0
2004,"Keppel","NTR 1987","M3",NA,NA,NA,NA,6.5,1,81.6,5.2,77.6,5.5,0
2004,"Keppel","NTR 1987","M4",NA,NA,NA,NA,5.4,0.3,59.2,6.7,59.2,6.7,0
2004,"Keppel","Fished","GK5",NA,NA,NA,NA,7.5,1,64,4.2,64,4.2,3.2
2004,"Keppel","Fished","GK6",NA,NA,NA,NA,7,0.6,76.8,11.4,72.8,11.7,0
2004,"Keppel","Fished","GK9",NA,NA,NA,NA,5.6,0.3,73.6,14,73.6,14,0
2004,"Keppel","Fished","NK1",NA,NA,NA,NA,9,0,36,3.3,36,3.3,0.8
2004,"Whitsunday","Fished","BL1",NA,NA,NA,NA,19,1.4,85.6,5.3,40,7.7,0
2004,"Whitsunday","Fished","BL2",NA,NA,NA,NA,11.2,0.3,68.8,4.8,39.2,6.6,0
2004,"Whitsunday","Fished","HB7",NA,NA,NA,NA,14.3,0.9,80.8,5.1,64,8.3,0
2004,"Whitsunday","Fished","HW1",NA,NA,NA,NA,25,0,56.8,3.2,42.4,3.9,0
2004,"Whitsunday","Fished","HW2",NA,NA,NA,NA,16,0.9,59.2,3.7,55.2,2.7,0
2004,"Whitsunday","Fished","HW3",NA,NA,NA,NA,7.4,1.1,68,6.2,55.2,6.9,0
2004,"Whitsunday","Fished","HY1",NA,NA,NA,NA,10.7,2.2,73.6,3.2,57.6,4.7,0
2004,"Whitsunday","Fished","HY2",NA,NA,NA,NA,25,0,63.2,5.9,24.8,3.9,0
2004,"Whitsunday","Fished","HY3",NA,NA,NA,NA,14.4,2.5,73.6,3.9,52,7.3,0.8
2004,"Whitsunday","Fished","L1",NA,NA,NA,NA,8.9,0.4,70.4,8.3,37.6,7,0
2004,"Whitsunday","Fished","W7",NA,NA,NA,NA,13.4,1.7,63.2,6,47.2,4.6,0.8
2004,"Whitsunday","Fished","W8",NA,NA,NA,NA,11.7,0.9,66.4,3.5,42.4,6,0.8
2004,"Magnetic","Fished","AW1",217.3,14.6,18,22,11.1,1.1,46.4,4.7,46.4,4.7,14.4
2004,"Magnetic","Fished","AW2",398,16.4,28,44,5.6,0.3,46.4,6.3,46.4,6.3,8.8
2004,"Magnetic","Fished","FB1",303.3,16.4,23.3,7.3,4.8,0.3,42.4,5.2,42.4,5.2,10.4
2004,"Magnetic","Fished","GOW1",282.7,13.2,47.3,10,5.2,0.8,42.4,4.8,41.6,4.5,5.6
2004,"Magnetic","Fished","NB1",261.3,15,16.7,28.7,4.8,0.5,36,6.7,34.4,6,12
2004,"Magnetic","Fished","WC1",336.7,19.6,42,33.3,10.2,0.9,40.8,4.5,40,3.8,15.2
2004,"Magnetic","NTR 1987","GB1",215.3,16.6,26.7,11.3,7.4,0.6,40,7.3,36.8,5.4,20
2004,"Magnetic","NTR 1987","GB2",258.7,14,11.3,19.3,8.5,0.4,31.2,10.3,30.4,9.8,18.4
2004,"Palm","Fished","C4",2326.6,34,178.6,23.3,7,0.6,69.6,3.5,35.2,3.7,0.8
2004,"Palm","Fished","C5",1230,24,66,14,7.2,0.6,64,5.2,8,2.2,0
2004,"Palm","Fished","C6",1450,24.2,74,18,13.3,0.8,62.4,6,20.8,4.1,0
2004,"Palm","Fished","C1",2608,33.6,28,25.3,14.1,1,80,2.8,46.4,4.8,0
2004,"Palm","Fished","C2",1944,28,27.3,31.3,10.3,0.6,39.2,3.4,14.4,3.2,0
2004,"Palm","Fished","C3",4094,31.6,31.3,10,12.8,2,83.2,3.2,61.6,4.5,0.8
2006,"Keppel","Fished","GK1",5114,32,40.7,62,5.7,0.5,48.8,6.4,42.4,5.5,9.2
2006,"Keppel","Fished","GK2",6218.6,24.6,74.7,57.3,10.5,0.5,69.2,4.8,61.2,6.1,1.6
2006,"Keppel","Fished","GK3",3160,20.8,32.7,14,6,0,71.6,1.6,71.2,1.9,13.2
2006,"Keppel","Fished","GK4",10409.3,25.8,10.7,32.7,8.2,0.7,63.6,4.1,58.8,4.8,4
2006,"Keppel","Fished","GK7",13262,23.4,80.7,23.3,5.7,0.9,50.4,4.4,47.6,4.7,10
2006,"Keppel","Fished","GK8",894.7,18.8,104,6,4.2,0.5,12.4,4,10.8,3.8,45.2
2006,"Keppel","Fished","H3",56358.6,25.8,64.7,16.7,6.4,1.2,52.8,8.5,52.4,8.5,17.2
2006,"Keppel","Fished","MI1",1614.7,21.6,23.3,46.7,5.4,0.3,77.6,7.7,72,11,0.8
2006,"Keppel","Fished","MI2",17606.7,19.4,5.3,22,7.8,0.5,80.4,4.3,56.4,11.3,2
2006,"Keppel","Fished","NK3",3991.3,17.8,15.3,9.3,3.6,0.9,26.8,10.2,26.8,10.2,35.6
2006,"Keppel","NTR 1987","H1",7602.6,29,42.7,84,8,1,50.8,7.2,45.2,8.3,1.6
2006,"Keppel","NTR 1987","H2",13668,23,30,37.3,11.6,0.7,77.6,4,76.4,3.5,2.4
2006,"Keppel","NTR 1987","M1",5234.7,25,14.7,14.7,5.1,0.2,41.6,2.7,41.6,2.7,38.4
2006,"Keppel","NTR 1987","M2",4667.3,24.4,7.3,22,6.1,0.1,24.4,3.4,24.4,3.4,54.4
2006,"Keppel","NTR 1987","M3",947.3,17.6,3.3,29.3,4.4,0.4,69.6,8.1,69.6,8.1,15.6
2006,"Keppel","NTR 1987","M4",6722.6,23,24.7,57.3,4.5,0.2,78.8,5.5,78.8,5.5,1.2
2006,"Keppel","NTR 2004","GK5",19508.6,24.2,56,26,6.5,0.9,19.2,5.4,19.2,5.4,67.6
2006,"Keppel","NTR 2004","GK6",6964.7,26,20,21.3,7.9,0.7,50.8,11.6,50.8,11.6,33.2
2006,"Keppel","NTR 2004","GK9",3464,21.4,8,11.3,5.1,0.5,44.8,7,44.8,7,46.4
2006,"Keppel","NTR 2004","NK1",3805.3,13.8,3.3,14.7,2.2,0.2,14,4.9,13.6,4.7,65.2
2006,"Palm","Fished","C4",2290.6,41.6,96.7,8,23.5,1.1,62,2.3,17.6,4.7,0
2006,"Palm","Fished","C5",1838,30.6,87.3,2.7,11.7,1.1,70.4,6.5,6.8,1,0
2006,"Palm","Fished","C6",1610.7,23.6,26.7,8,13.3,0.5,52.4,4.6,8.4,1.5,0
2006,"Palm","NTR 2004","C1",2433.3,32.4,44,24.7,18.8,2.1,54.8,4.8,21.6,2.2,0
2006,"Palm","NTR 2004","C2",2955.3,32.2,19.3,9.3,24,0.4,67.6,2.4,18.4,3.2,0
2006,"Palm","NTR 2004","C3",3063.3,31.4,16.7,10,15.9,1,44,2.8,25.6,3.3,0.4
2006,"Whitsunday","Fished","HB7",4531.3,38.8,48.7,14.7,10.5,0.9,73.2,2,46.4,3.5,0
2006,"Whitsunday","Fished","HE1",3473.3,38.4,76.7,38,17.4,1,84,3.4,75.2,6.5,0.4
2006,"Whitsunday","Fished","HE2",2124.6,34.4,352.6,39.3,14.9,2.3,71.6,6,61.2,6.5,0
2006,"Whitsunday","Fished","HE3",3864,43.2,107.3,51.3,9.4,2.3,79.2,2.1,55.6,3.2,0
2006,"Whitsunday","Fished","HY1",1844.7,27.4,34,33.3,12.4,0.9,66.4,3.4,49.2,4.6,0
2006,"Whitsunday","Fished","HY2",2659.3,35,29.3,48,13.4,0.6,88.4,3,37.6,6.8,0
2006,"Whitsunday","Fished","HY3",3549.3,42.8,50,21.3,10.6,2.3,64.4,4.7,35.2,5.1,0
2006,"Whitsunday","Fished","W8",2091.3,34,144.7,26.7,16.5,1.7,56,3.6,36.4,0.7,0
2006,"Whitsunday","Fished","W9",2526.6,35.2,66,30,9,0.7,70.4,4.4,53.2,6.2,0
2006,"Whitsunday","NTR 2004","BL1",2895.3,37.8,66.7,12.7,17.2,1.4,78,1.4,23.6,2.2,0
2006,"Whitsunday","NTR 2004","BL2",2486.6,36.6,46,32.7,11.2,0.9,74,5.8,42,3,0
2006,"Whitsunday","NTR 2004","DB1",4335.9,39.6,72,26,15.7,0.7,68,10.5,25.6,4.5,0.4
2006,"Whitsunday","NTR 2004","DB2",5747.3,40.2,53.3,26,10.6,2,73.6,4.9,49.6,4,0
2006,"Whitsunday","NTR 2004","HG7",3826,40,91.3,52,15.5,0.8,74.4,5.6,58.8,4,0
2006,"Whitsunday","NTR 2004","HW1",4572.6,37.6,119.3,21.3,19.1,2.2,68.8,3.5,46.8,5,0
2006,"Whitsunday","NTR 2004","HW2",2270,34.4,124.7,19.3,9.8,2,60,3.8,52.4,4.5,0
2006,"Whitsunday","NTR 2004","HW3",2816,33.8,62,16,16.2,1.2,68.4,3.9,51.2,5.6,0
2006,"Whitsunday","NTR 2004","L1",1401.3,25.6,46,10,19.6,1.2,67.6,5.9,37.6,6.4,0
2007,"Keppel","Fished","GK1",11381.9,35.2,72.7,77.3,7,0.9,60,10.3,56.4,11.4,2.4
2007,"Keppel","Fished","GK2",10806,29.4,48,108,8.1,1.3,78.8,4.5,68.8,7.2,0.4
2007,"Keppel","Fished","GK3",8401.3,27.6,36.7,42,6,0,77.6,1.3,77.6,1.3,9.6
2007,"Keppel","Fished","GK4",17230.6,26.4,26.7,63.3,7.2,0.3,77.6,3.3,75.6,3.5,4.4
2007,"Keppel","Fished","GK7",13891.3,29.2,100,55.3,5.9,0.1,57.2,2.9,55.6,3.5,3.6
2007,"Keppel","Fished","GK8",1344,17.8,212.6,16,5.9,0.5,13.6,8.9,13.6,8.9,4
2007,"Keppel","Fished","H3",47528,33.2,36,31.3,6.6,1.1,57.2,2.9,57.2,2.9,29.2
2007,"Keppel","Fished","MI1",7122.6,25.8,26.7,73.3,7.1,0.8,80,6.5,76,8.9,0.8
2007,"Keppel","Fished","MI2",18233.3,29.2,26,97.3,8.5,0.5,73.2,5.9,46,11.4,6
2007,"Keppel","Fished","NK3",4252,26,49.3,45.3,4.6,0.4,24.4,8.7,24.4,8.7,46.4
2007,"Keppel","NTR 1987","H1",2764,32,74.7,54,8.4,0.4,62,4.2,59.2,5,8.4
2007,"Keppel","NTR 1987","H2",45934.6,30.2,42.7,118,6,0,76.4,2.6,72.4,3.7,2.8
2007,"Keppel","NTR 1987","M1",9626.7,26.4,8,54.7,6.4,0.9,46,6.4,46,6.4,44.4
2007,"Keppel","NTR 1987","M2",4670.6,26.8,32,22.7,8.3,0.3,36,3.8,36,3.8,54.4
2007,"Keppel","NTR 1987","M3",12058.6,28,12.7,54,7.4,0.7,60.4,6.2,60,6.4,23.2
2007,"Keppel","NTR 1987","M4",20433.3,32.2,299.3,94,6.8,0.4,72.8,9.8,72.8,9.8,1.2
2007,"Keppel","NTR 2004","GK5",9820,30.6,16,29.3,8.5,0.1,31.6,3.4,30.8,2.7,54.4
2007,"Keppel","NTR 2004","GK6",6122.7,19.6,2,24.7,6.8,0.5,27.2,6.6,27.2,6.6,63.2
2007,"Keppel","NTR 2004","GK9",2406.7,20.8,3.3,12,5,0.4,33.2,7.9,33.2,7.9,57.2
2007,"Keppel","NTR 2004","NK1",9014.7,17,20,17.3,4.2,0.2,11.6,4.3,11.6,4.3,75.6
2007,"Magnetic","Fished","AW1",440.6,21.6,28,42,9.4,1,40.4,5.4,38,6.4,8
2007,"Magnetic","Fished","AW2",628,25.6,72,54,4.5,0.6,44.8,3.8,44.4,3.9,13.6
2007,"Magnetic","Fished","NB1",663.3,20.8,26.7,40,4.6,0.5,35.2,6.6,34.4,6.9,36
2007,"Magnetic","Fished","WC1",652.6,23.6,77.3,38,4.2,0.5,40,5.3,38.8,4.8,21.2
2007,"Magnetic","NTR 2004","FB1",579.3,19,42,28.7,11.6,0.6,50.4,9,48.8,9.3,17.2
2007,"Magnetic","NTR 2004","GOW1",384.7,16.6,40.7,10,7.5,1,28,5,26.8,5,44.4
2007,"Magnetic","NTR 1987","GB1",948.6,25.4,128.7,18,4.9,0.4,24.8,4.8,24,5.3,32
2007,"Magnetic","NTR 1987","GB2",618.6,21.6,44,26.7,8.8,0.8,34,4.9,33.2,4.8,21.6
2007,"Palm","Fished","C4",2227.3,47,77.3,16.7,6,0,61.6,6.1,32.8,6.7,1.6
2007,"Palm","Fished","C5",1090.6,39.8,52.7,5.3,8.2,0.7,67.6,2.2,14,2,0
2007,"Palm","Fished","C6",4404,37.6,155.3,25.3,5.7,0.9,51.2,3.1,13.2,2.9,0
2007,"Palm","Fished","PE1",2109.3,39.8,42,5.3,19.3,0.5,50.4,4,16.8,3.3,0.4
2007,"Palm","Fished","PE2",2431.3,36.4,44,30,11.7,1.6,69.6,6.6,57.2,4.2,0
2007,"Palm","Fished","PE3",1424.6,34.2,92.7,20,16.3,2.2,59.6,3.6,46.4,1.3,0.4
2007,"Palm","Fished","PE4",999.3,37.2,122.7,16,14.4,1.1,32,3,24.4,2,0
2007,"Palm","Fished","PE5",1366,40.4,188.6,11.3,5.7,0.5,30.8,3.1,17.6,2.5,0
2007,"Palm","Fished","PE6",1422.6,37.4,132.7,7.3,10.5,0.5,18.4,3.1,4.4,2,0
2007,"Palm","Fished","PS1",2536,41.4,104.7,20.7,15.6,2.7,52,4.7,18,3,0
2007,"Palm","Fished","PS2",3756,40,54,14.7,16.3,1.7,39.2,6.1,34.4,5.7,0.8
2007,"Palm","Fished","PS3",2572.6,43.6,120,18,6.4,0.6,28,2.3,19.6,2.7,0
2007,"Palm","Fished","PS4",3006,39.6,75.3,6.7,12.2,0.8,32.8,4.8,12.8,4.1,0
2007,"Palm","Fished","PS5",2500,39.2,40,14.7,14.6,1,40.8,4.2,20.4,1.5,0
2007,"Palm","Fished","PS6",3231.3,41.2,117.3,6.7,12,0.6,50.4,5.4,27.6,6.1,0
2007,"Palm","NTR 1987","OE1",1469.3,39.6,76.7,18.7,7.9,0.7,57.6,5.9,12,2.2,0
2007,"Palm","NTR 1987","OE2",1682,40.6,76,20,5.1,0.5,74,1.1,13.6,1.9,0
2007,"Palm","NTR 1987","OE3",2259.9,41.8,208,20,8,1,57.2,3.6,12.8,2.9,0
2007,"Palm","NTR 1987","OE4",858,32.6,33.3,16.7,11.6,0.7,68,6.9,32.8,1.9,0
2007,"Palm","NTR 1987","OE5",783.3,33.4,176,17.3,5.1,0.2,42,4.6,21.6,3.7,0.4
2007,"Palm","NTR 1987","OE6",1114,37.8,126.7,22,6.1,0.1,66,4,38.8,2.6,0
2007,"Palm","NTR 1987","OS1",1677.3,34,50.7,20.7,4.2,0.5,38,4.6,31.6,5.8,0
2007,"Palm","NTR 1987","OS2",1739.3,29.6,41.3,10.7,6.4,1.2,32,5.7,16,4.2,0
2007,"Palm","NTR 1987","OS3",2462.7,34.6,38,12.7,5.4,0.3,35.2,4.3,18.8,2.7,0
2007,"Palm","NTR 1987","OS4",4357.3,41.8,40.7,140.7,7.8,0.5,41.2,4,35.6,4.8,0
2007,"Palm","NTR 1987","OS5",2880,37,47.3,44.7,3.6,0.9,52,3,22,4,0
2007,"Palm","NTR 1987","OS6",1678,28.6,36,10,6.5,0.9,54.4,2.3,11.6,3.1,0
2007,"Palm","NTR 2004","C1",3242.6,36.6,53.3,26.7,4.4,0.4,50.8,3.8,22.8,4.5,0
2007,"Palm","NTR 2004","C2",3174,42.4,48,20.7,4.5,0.2,50.4,3.8,18.8,2.3,0.8
2007,"Palm","NTR 2004","C3",2832,40.6,56,13.3,2.2,0.2,64,3.6,39.6,4.3,3.2
2007,"Whitsunday","Fished","HB1",1770.6,35.2,56,13.3,5.6,1.1,47.6,3.5,33.2,3.4,0.8
2007,"Whitsunday","Fished","HB2",1447.3,26.4,40.7,30,6.7,0.3,60.8,3.4,53.6,3.2,5.2
2007,"Whitsunday","Fished","HB3",2818.6,31.4,32,17.3,7,0.6,75.6,3.2,53.6,3.5,0
2007,"Whitsunday","Fished","HB4",2054.6,29.4,22,28,4.7,0.2,82.8,2.9,54.8,3,0
2007,"Whitsunday","Fished","HB5",7485.3,37.8,37.3,24.7,8.6,0.7,76.8,3.4,34,3.6,0
2007,"Whitsunday","Fished","HB7",4046.7,35.8,36,18,14.9,1,75.2,3.5,48.8,8.3,0
2007,"Whitsunday","Fished","HE1",3169.3,41,81.3,44.7,7.7,0.8,87.2,1.6,74,3.6,0
2007,"Whitsunday","Fished","HE2",2151.3,39.4,44.7,32.7,4,0,74,5.4,60.4,6.9,0
2007,"Whitsunday","Fished","HE3",2990,41.2,66.7,32,11,1.6,69.2,5.6,39.6,5.7,0
2007,"Whitsunday","Fished","HY1",3592,38.4,87.3,25.3,5.9,0.1,65.2,3.5,43.2,3.4,0
2007,"Whitsunday","Fished","HY2",2142.6,40,46.7,37.3,4.1,0.4,68.8,6.2,30,7.4,0
2007,"Whitsunday","Fished","HY3",3221.3,43,71.3,56,3.8,0.2,52.8,3.1,31.6,2.6,0
2007,"Whitsunday","Fished","W1",2286,38.2,62.7,34.7,8.2,0.8,70.8,2.1,43.6,5.6,0
